node1,node2,distance,waypoints
1,4,1500.13,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.84622,24.831949;102.846337,24.832044;102.846645,24.832231;102.846749,24.83227;102.846749,24.83227;102.847322,24.832478;102.847322,24.832478;102.847795,24.832613;102.847795,24.832613;102.84819,24.832721;102.84819,24.832721;102.848524,24.832687;102.848958,24.83253;102.848958,24.83253;102.849236,24.832383;102.849349,24.8323;102.849349,24.8323;102.849418,24.832248;102.849418,24.832248;102.849731,24.832023;102.849974,24.831875;102.851372,24.831155;102.851914,24.830799;102.851914,24.830799;102.852109,24.830655;102.852305,24.830438;102.852461,24.830239;102.852461,24.830239;102.852552,24.830139;102.852552,24.830139;102.852895,24.829835;102.853281,24.82957;102.853281,24.82957;102.853394,24.829488;102.853863,24.829275;102.854002,24.829236;102.854175,24.829188;102.854175,24.829188;102.854531,24.829102;102.85533,24.828919;102.855838,24.828837;102.856202,24.828837;102.856202,24.828837;102.856771,24.829015;102.856771,24.829015;102.85691,24.829041;102.857027,24.829041;102.857109,24.829032;102.8573,24.828958;102.857431,24.828872;102.857669,24.82862;102.857795,24.828464;102.857869,24.828338;102.857934,24.82822;102.857999,24.828043;102.858043,24.827843;102.858043,24.827843;102.858043,24.827274;102.858121,24.826845;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
1,5,640.57,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.844935,24.827956;102.845152,24.827591;102.845213,24.827452;102.845213,24.827452;102.84566,24.826441;102.84566,24.826441;102.845729,24.826289;102.845729,24.826289;102.845929,24.825846;102.845929,24.825846;102.845981,24.825729;102.845981,24.825729;102.84605,24.825569;102.84605,24.825569;102.846098,24.825469;102.846254,24.825;102.846254,24.824948;102.846211,24.824878;102.846194,24.824826;102.846189,24.824826;102.846376,24.824935;102.846402,24.82497;102.846402,24.825004"
1,6,1065.85,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.84622,24.831949;102.846337,24.832044;102.846645,24.832231;102.846749,24.83227;102.846749,24.83227;102.847322,24.832478;102.847322,24.832478;102.847795,24.832613;102.847795,24.832613;102.84819,24.832721;102.84819,24.832721;102.848524,24.832687;102.848958,24.83253;102.848958,24.83253;102.849236,24.832383;102.849349,24.8323;102.849349,24.8323;102.849418,24.832248;102.849418,24.832248;102.849731,24.832023;102.849974,24.831875;102.851372,24.831155;102.851914,24.830799;102.851914,24.830799;102.852109,24.830655;102.852305,24.830438;102.852461,24.830239;102.852461,24.830239;102.852552,24.830139;102.852552,24.830139;102.852895,24.829835;102.853281,24.82957;102.853281,24.82957;102.853394,24.829488;102.853863,24.829275;102.854002,24.829236;102.854175,24.829188;102.854175,24.829184;102.854162,24.829102;102.854136,24.828993;102.854136,24.828993;102.854115,24.828859;102.854006,24.828546;102.853845,24.828112;102.853841,24.828108;102.854002,24.828099;102.854392,24.828064;102.854931,24.827925;102.854931,24.827925;102.855095,24.827865;102.855095,24.82786;102.854874,24.827635;102.85467,24.827452;102.85467,24.827452;102.854392,24.827235;102.854006,24.82704;102.853937,24.827018;102.853932,24.827014;102.854002,24.826888;102.854123,24.826658;102.854132,24.826619"
1,7,547.28,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845825,24.827682;102.845825,24.827682;102.846089,24.827053;102.846089,24.827049;102.846254,24.827105;102.846254,24.827105;102.846458,24.827161;102.846563,24.827161;102.846675,24.827144;102.846836,24.827088;102.846888,24.827044;102.846975,24.826949;102.847101,24.826723"
1,8,484.86,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.8273;102.843989,24.827292;102.843728,24.827253;102.843728,24.827253;102.843633,24.827227;102.843633,24.827227;102.843207,24.82714;102.842852,24.827023"
1,9,285.51,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844431,24.828563;102.844193,24.828546;102.844171,24.828529"
1,10,930.22,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823147"
1,11,1185.16,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851406,24.822313;102.851406,24.822313"
1,12,1095.15,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.851237,24.824766;102.851237,24.824766;102.851311,24.824683;102.851367,24.824657;102.851406,24.824657;102.851406,24.824653;102.851732,24.824249;102.851797,24.824236;102.851858,24.824284;102.851858,24.824284;102.851949,24.824128;102.851949,24.824123;102.851997,24.824154;102.852023,24.824154"
1,13,974.0,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849978,24.824766;102.849978,24.824766;102.850048,24.824622;102.850048,24.824622;102.850135,24.824336;102.850191,24.824049;102.850191,24.824049;102.850291,24.823537;102.850291,24.823533;102.850551,24.823403;102.850599,24.82339;102.850651,24.823403;102.850773,24.823472;102.850846,24.823542;102.85089,24.823615;102.85089,24.823615;102.850929,24.823707;102.850981,24.823776;102.850981,24.823776"
1,14,1193.52,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.851237,24.824766;102.851237,24.824766;102.851311,24.824683;102.851367,24.824657;102.851406,24.824657;102.851406,24.824653;102.851732,24.824249;102.851797,24.824236;102.851858,24.824284;102.851858,24.824284;102.851949,24.824128;102.851949,24.824123;102.851923,24.824097;102.851914,24.824063;102.85197,24.82395;102.85197,24.82395;102.852587,24.823251;102.852587,24.823247;102.853077,24.823659;102.853186,24.823681;102.853186,24.823681;102.853385,24.823698;102.853685,24.823772;102.853815,24.823837;102.854002,24.823967;102.854006,24.823971;102.854006,24.823971"
1,15,1429.02,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.84622,24.831949;102.846337,24.832044;102.846645,24.832231;102.846749,24.83227;102.846749,24.83227;102.847322,24.832478;102.847322,24.832478;102.847795,24.832613;102.847795,24.832613;102.84819,24.832721;102.84819,24.832721;102.848524,24.832687;102.848958,24.83253;102.848958,24.83253;102.849236,24.832383;102.849349,24.8323;102.849349,24.8323;102.849418,24.832248;102.849418,24.832248;102.849731,24.832023;102.849974,24.831875;102.851372,24.831155;102.851914,24.830799;102.851914,24.830799;102.852109,24.830655;102.852305,24.830438;102.852461,24.830239;102.852461,24.830239;102.852552,24.830139;102.852552,24.830139;102.852895,24.829835;102.853281,24.82957;102.853281,24.82957;102.853394,24.829488;102.853863,24.829275;102.854002,24.829236;102.854175,24.829188;102.854175,24.829188;102.854531,24.829102;102.85533,24.828919;102.855838,24.828837;102.856202,24.828837;102.856202,24.828837;102.856771,24.829015;102.856771,24.829015;102.85691,24.829041;102.857027,24.829041;102.857109,24.829032;102.8573,24.828958;102.857431,24.828872;102.857669,24.82862;102.857795,24.828464;102.857869,24.828338;102.857934,24.82822;102.857999,24.828043;102.858043,24.827843;102.858043,24.827843;102.858043,24.827274;102.858121,24.826845;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
1,16,311.72,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.844935,24.827956"
1,17,881.96,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849978,24.824766;102.849978,24.824761;102.850278,24.824965;102.850278,24.824965;102.850456,24.825087;102.850495,24.825095;102.850543,24.825087"
1,18,1035.09,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.84622,24.831949;102.846337,24.832044;102.846645,24.832231;102.846749,24.83227;102.846749,24.83227;102.847322,24.832478;102.847322,24.832478;102.847795,24.832613;102.847795,24.832613;102.84819,24.832721;102.84819,24.832721;102.848524,24.832687;102.848958,24.83253;102.848958,24.83253;102.849236,24.832383;102.849349,24.8323;102.849349,24.8323;102.849418,24.832248;102.849418,24.832248;102.849731,24.832023;102.849974,24.831875;102.851372,24.831155;102.851914,24.830799;102.851914,24.830799;102.852109,24.830655;102.852305,24.830438;102.852461,24.830239;102.852461,24.830239;102.852552,24.830139;102.852552,24.830139;102.852895,24.829835;102.853281,24.82957;102.853281,24.82957;102.853394,24.829488;102.853863,24.829275;102.854002,24.829236;102.854175,24.829188;102.854175,24.829188;102.854531,24.829102;102.85533,24.828919;102.855838,24.828837;102.856202,24.828837;102.856202,24.828832;102.855959,24.828533;102.855503,24.828203;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
1,19,973.09,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849978,24.824766;102.849978,24.824766;102.850048,24.824622;102.850048,24.824622;102.850135,24.824336;102.850191,24.824049;102.850191,24.824049"
1,20,549.58,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844601,24.825916"
1,21,867.66,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629;102.843524,24.825256;102.843524,24.825256;102.842187,24.824805;102.842183,24.8248;102.842148,24.824935;102.842144,24.824935;102.842057,24.824896;102.842057,24.824896;102.841988,24.824844;102.841984,24.824839"
1,22,786.51,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972"
1,23,523.22,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869"
1,24,660.45,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.84622,24.831949;102.846337,24.832044;102.846645,24.832231;102.846749,24.83227;102.846749,24.83227;102.847322,24.832478;102.847322,24.832478;102.847795,24.832613;102.847795,24.832613;102.84819,24.832721;102.84819,24.832721;102.848524,24.832687;102.848958,24.83253;102.848958,24.83253;102.849236,24.832383;102.849349,24.8323;102.849349,24.8323;102.849418,24.832248;102.849418,24.832248;102.849731,24.832023;102.849974,24.831875;102.851372,24.831155;102.851914,24.830799;102.851914,24.830799;102.852109,24.830655;102.852305,24.830438;102.852461,24.830239;102.852461,24.830239;102.852552,24.830139;102.852552,24.830139;102.852895,24.829835;102.853281,24.82957;102.853281,24.82957;102.853394,24.829488;102.853863,24.829275;102.854002,24.829236;102.854175,24.829188;102.854175,24.829184;102.854162,24.829102;102.854136,24.828993;102.854136,24.828993;102.854115,24.828859;102.854006,24.828546;102.853845,24.828112;102.853841,24.828108;102.854002,24.828099;102.854392,24.828064;102.854931,24.827925;102.854931,24.827917;102.854657,24.827661;102.854358,24.827552;102.854089,24.827574;102.853872,24.827578;102.853529,24.827543;102.853325,24.82747;102.853325,24.82747;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
1,25,610.73,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.844935,24.827956;102.845152,24.827591;102.845213,24.827452;102.845213,24.827452;102.84566,24.826441;102.84566,24.826441;102.845729,24.826289;102.845729,24.826289;102.845929,24.825846;102.845929,24.825846;102.845981,24.825729;102.845981,24.825725;102.846298,24.825829;102.84638,24.825842;102.846506,24.825838;102.846615,24.825773;102.846615,24.825773"
1,26,359.37,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844401,24.828264;102.843524,24.82809;102.84352,24.828086;102.843563,24.827891;102.843563,24.827891"
1,27,644.35,"102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
1,28,1093.6,"102.845521,24.831059;102.845634,24.831176;102.845773,24.831354;102.845929,24.831606;102.846089,24.831801;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828932;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.851237,24.824766;102.851237,24.824766;102.851311,24.824683;102.851367,24.824657;102.851406,24.824657;102.851406,24.824653;102.851732,24.824249;102.851797,24.824236;102.851858,24.824284;102.851858,24.824284;102.851949,24.824128;102.851949,24.824123;102.851997,24.824154;102.852023,24.824154;102.852135,24.824093;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.82441;102.85283,24.824045;102.852869,24.823997"
2,3,1593.17,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852643,24.82441;102.852569,24.824371;102.852569,24.824371;102.852261,24.824201;102.85214,24.824093;102.85214,24.824093;102.851975,24.82395;102.851975,24.82395;102.851554,24.823615;102.851554,24.823615;102.851345,24.823446;102.851345,24.823446;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850178,24.822561;102.850252,24.822335;102.850239,24.822018;102.850239,24.822018;102.850234,24.821753;102.850247,24.82168;102.850313,24.821571;102.850382,24.821497;102.850382,24.821493;102.850365,24.821293;102.850404,24.82115;102.850399,24.821107;102.85033,24.821068;102.850213,24.821046;102.849258,24.821046;102.849258,24.821046;102.848351,24.821063;102.848346,24.821063"
